title,artist,album,isrc,isFound
"It Can't Rain All the Time","Jane Siberry","Alternative Pop",USAT20180653,1
Burn,"The Cure","The Crow Original Motion Picture Soundtrack",USAT20180654,1
"Dead Souls","Nine Inch Nails","The Crow Original Motion Picture Soundtrack",USAT20180657,1
"Weekend has come (Neorin Remix) - Neorin Remix","DJ Roxx","Weekend has come",DEAR40601370,1
"Love Reign O'er Me","The Who","Quadrophenia (Super Deluxe)",GBAKW7300116,1
"Love, Reign O'er Me","The Who",Quadrophenia,GBAKW9601044,1
"Love Reign O'er Me - Who's Last Live Version","The Who","Who's Last",USMC10148312,1
"Love Reign O'er Me  The Who","The Who",,USMC10400119,1
"Weekend has come (Original Mix) - Original Mix","DJ Roxx","Weekend has come",DEAR40601373,1
"Poison Arrow",ABC,"The Look Of Love - The Very Best Of ABC",GBF088200044,1
"Rising Girl - Radio Version",Lovestoned,"Rising Love (Online Version)",DEUM70902889,1
"Bye Bye Bye",Lovestoned,"Rising Love (Online Version)",DEUM70903334,1
"Mr. Brightside","The Killers","Hot Fuss",USIR20400274,1
"Fix You",Coldplay,X&Y,GBAYE0500605,1
"On Fire","The Crossfire","Absolute Dance Summer 2009",SEXUD0900101,1
Cold,Crossfade,Crossfade,USSM10310107,1
"Don't Look Back In Anger - Live at Wembley Stadium, 2000",Oasis,"Familiar To Millions - The Highlights",GBBQY0002027,1
Cannonball,"Damien Rice",O,IEABD0100004,1
"Jeannie 's Coming Back","The Boppers","Svenska Popfavoriter",SEBFO9108010,1
"Who's Gonna Follow You Home","Jerry Williams","Jerry Williams Live på Börsen",SEBFO9014010,1
"Kissing In The Moonlight","The Boppers","Svenska Popfavoriter",SEBFO9108020,1
"Mr. Bassman / Boppin' The Blues","The Boppers","Svenska Popfavoriter",SEBFO9212150,1
"Bohemian Rhapsody",Queen,"A Night At The Opera",GBCEE9300005,1
"Letters from Home","John Michael Montgomery","Letters From Home",USWB10400048,1
"Another One Bites The Dust",Queen,"Greatest Hits",GBCEE9400028,1
"Weekend has come (Selfmakingprojekt Remix)","DJ Roxx","Weekend has come",DEAR40601372,1
"9Pm (Till I Come)",ATB,"Movin' Melodies",DEN060301020,1
"9pm (Till I Come)","Ibiza Dance Party","90's Dance",GBQRF0806337,1
"Better Off Alone (Zombie Girl vs. Barbie Nation Mix)",Zamando,"#1 Club Hits (2008 - Best Of Dance, House, Electro, Trance & Techno New Edition)",DEAF75104447,1
"Adagio For Strings",Tiësto,"Parade Of The Athletes",NOX9X3699110,1
"Madworld - made famous by Michael Andrews feat. Gary Jules","Omnibus Media - Karaoke Tracks","Smash Hits 2",GB3CM0900056,1
Sandstorm,"Ibiza Dance Party","Club Euphoria",GBQRF0811181,1
"Sandstorm (Original Version)",Darude,"In The Mix",FIBAR0000215,1
"Dreamworld (Club Mix)","DJ Dean",Dreamworld,DEAF60700442,1
Insomnia,"Craig David","Rewind - The Collection",GBAHT0800557,1
"The Launch Relaunched","DJ Jean","Everybody Dance Now 3",NLF290700388,1
"Protect your ears - Extended Mix","DJ Dean","Protect your ears",DEY590300180,1
"Born Slippy",Soundclash,"London Town",GBQRF0813888,1
"Who Wants To Be Alone (Radio Edit)",Tiësto,"Who Wants to Be Alone",BEP010900237,1
"Ballanation Still Alive - DJ Mikesh Remix Edit","DJ Dean","Hard Dance Nation Vol. 1 Presented By DJ Bonebreaker and Used & Abused (The ULTIMATE compilation of Jumpstyle, Hardstyle, Hard House, Hard Trance, Hard Techno and Hands Up!)",DEAF60900613,1
"Beast of Burden","The Rolling Stones","Fifty Shades of Grey (Original Motion Picture Soundtrack)",GBCJN7800012,1
"Civil War","Guns N' Roses","Greatest Hits",USGF19142001,1
"Let The Music Play (Hard Candy Video Mix)","Jackie B.","#1 Club Hits (2008 - Best Of Dance, House, Electro, Trance & Techno New Edition)",DEAF75104399,1
Panama,"Van Halen",1984,USWB18300002,1
"Rock & Roll Bandit","Squad Five-O","Bombs Over Broadway",USTN10052814,1
"Down On Freestreet","The Hellacopters","By The Grace Of God",SEBFO0216030,1
"Another Life - 1998 Remastered Version","Iron Maiden","Killers (1998 Remastered Edition)",GBAYE9801370,0
"Master Exploder","Tenacious D","The Pick of Destiny",USSM10605840,1
"Might As Well Be On Mars","Alice Cooper","The Essential Alice Cooper: The Epic Years",USSM19100410,1
"Deliver Us from Evil","Bullet For My Valentine","Scream Aim Fire",GBHQD0700050,1
"What Doesn't Kill You",Takida,"Make You Breathe",SEWLR0600110,1
"Your Sweet 666",HIM,"And Love Said No...",FIBAR9900321,1
Alive,Takida,"Make You Breathe",SEWLR0600105,1
"Kernkraft 400 (Megamix)","The Allstars Cover Zombie Nation","Power Fitness Megamix",NLD910000045,1
"Odysee - Radio Mix",Scarf!,Odysee,NOFVD0443010,1
"Don't Talk to Strangers",Dio,"Holy Diver",GBF080300552,1
"Suspicious Minds","Dwight Yoakam","The Very Best Of Dwight Yoakam (Download Version)",USRE10201137,1
"Super Mario Techno Remix - Extended Mix",HtheB,-=HtheB=-,GBLFP0977814,1
"Don't Stop","DJ Shog","Trance Voice Experience, Vol. 4 (The Very Best in Vocal Club Anthems)",DEK020512009,1
"The Wrestler","Bruce Springsteen","Working On A Dream",USSM10805133,1
"The Wrestler","Clint Mansell","The Wrestler",GBGCA0900001,1
"Round & Round (from The Wrestler) (Re-Recorded Version)","Rat Attack","Rock In Movies",USA560901340,1
Assfucking,"Speedcore Master","10 Years Of Terror - The Best Of The Past, Present & Future",NLD910200149,1
"Metal Health (Bang Your Head) (as heard in The Wrestler) (Re-Recorded / Remastered)","Quiet Riot","Metal Health (Bang Your Head) (as heard in The Wrestler) (Re-Recorded / Remastered)",USA560998121,1
"Metal Health (Bang Your Head) (from The Wrestler) (Re-Recorded Version)","Quiet Riot","Rock In Movies",USA560901342,1
"The Wrestler","The Lumberjack Cowboy Heartbreak Trucking Co","Songs From",GB5RN0900037,1
"Aldrig skall jag sluta älska dig",Essex,"Dansbandskampen 2009",SEBGA0900297,1
"Sluta Röka (Tal)","Peter Carlsson, Blå Grodorna, Blå Grodorn","En Dryg Timme",SEBJA0310140,1
"Dance with the Devil","Immortal Technique","Revolutionary Vol. 1 (Bonus Edition)",USA560568230,1
"Forever Young","Axel Rudi Pell","The Ballads",DEA450533730,1
"Dear God","Avenged Sevenfold","Avenged Sevenfold",USWB10704001,1
"Cocaine (Original)",Nomy,"A dream for the weaker",SEYOK0902501,1
"You Better Die Young",Nomy,"Song Or Suicide",SEYOK0902510,1
"Hold your head up high",Nomy,"Song or suicide",SEYOK0902503,1
Cocaine,Nomy,"A dream for the weaker",SEYOK0996434,1
"Crucified by love",Nomy,"Song or suicide",SEYOK0902502,1
"I Died By You - Country",Nomy,Disconnected,SEYOK0996429,1
"Nomy Medley",Nomy,Disconnected,SEYOK0996430,1
"Requiem For A Tower",Escala,Escala,GBHMU0900002,1
"Requiem For A Tower","London Music Works","Epic Themes",GBAJC0900078,1
Punkrocker,Punkrockerz,"Bounce! Christmas Edition (The Finest in Dance, Trance, Jump & Hardstyle)",DET190700759,1
"Russia Privjet",Basshunter,"LOL (International version)",SEPQA0651311,1
"Odysee - Barbarez Mix",Scarf!,Odysee,NOFVD0443030,1
"Odysee -",Scarf!,Odysee,NOFVD0443020,1
"Odysee - Original Mix",Scarf!,Odysee,DEHK90909303,1
"Odysee - Virus Inc Radio Mix",Scarf!,Odysee,NOFVD0443040,1
"Killer Klowns","The Dickies","Killer Klowns From Outer Space",USRY20513183,1
"Escape Me - Radio Edit","Tiësto feat. C.C. Sheffield, Tiësto, C.C. Sheffield","Escape Me",BEP010900191,1
"Break Your Heart","Taio Cruz","The Rokstarr Hits Collection",GBUM70908662,1
"Zzyzx Rd.","Stone Sour","Come What(ever) May",NLA320682293,1
Bother,"Stone Sour","Stone Sour",NLA320219861,1
"Last Caress",Misfits,"Collection 2",USCN37900004,1
Helena,"The Misfits","Famous Monsters",NLA329980374,1
Mother,Danzig,Danzig,USLIC0701218,1
"One Dime Scape Goat","Jet Circus","Look At Death Now",,1
"Look At Death Now","Jet Circus","Look At Death Now",,1
"Man Rules","Jet Circus","Look At Death Now",USHM90702125,1
"No One Knows","Queens Of The Stone Age","Songs for the Deaf",USIR10211291,1
"3's & 7's","Queens of the Stone Age","Era Vulgaris",USUM70732853,1
"The Lost Art Of Keeping A Secret","Queens of the Stone Age","Rated R - Deluxe Edition",USIR10000340,1
"Go with the Flow","Queens of the Stone Age","Songs For The Deaf",USIR10211290,1
"Little Sister","Queens Of The Stone Age","Lullabies To Paralyze",USIR10401154,1
"Worth Dying For","Rise Against","The Sufferer & The Witness [International Version (Explicit)]",USUM70603974,1
Savior,"Rise Against","Appeal To Reason / Siren Song Of The Counter Culture / The Sufferer & The Witness",USUM70832584,1
"Prayer Of The Refugee","Rise Against","The Sufferer & The Witness",USUM70603971,1
"American Remains","The Highwaymen","Highwayman Super Hits",USSM18900367,1
"Tear Stained Letter","Johnny Cash","A Thing Called Love",USSM19902120,1
"Ain't No Grave","Johnny Cash","American VI:  Ain't No Grave",USUM70923946,1
"Raise your Head up! - Radio Edit","Pimp! Code","You know / Raise your Head up!",DEHK90702905,1
"Barbie Girl : Barbie Girl (Club Mix)","Rob Mayth","Barbie Girl",DET190600461,1
"Ravers Fantasy - Radio Mix",Manian,"50 Hands Up Classics",DEHK90790351,1
"Big River","The Highwaymen","The Essential Highwaymen",USSM18500416,1
"Hallelujah - Radio Edit","Jeff Buckley","100 Hits of the '90s",USSM10800937,1
"Who You'd Be Today","Kenny Chesney","The Road And The Radio",USBN10500089,1
"I'll Go Crazy If I Don't Go Crazy Tonight",U2,"No Line On The Horizon",GBUM70819386,1
"In Too Deep (2007 Remaster)",Genesis,"Invisible Touch (2007 Remaster)",GBAAA0700782,1
"Mama, I'm Coming Home","Ozzy Osbourne","No More Tears (Expanded Edition)",USSM19100017,1
"Cotton Fields","The Boppers","Svenska Popfavoriter",SEBFO9212130,1
"Sheena Is a Punkrocker","Darling Daizy","Scraps from the Mental State",FR6V80011665,1
"Blitzkrieg Bop",Ramones,"Golden Rock Classics",USWB10201776,1
"I Wanna Be Sedated - 2002 Remaster",Ramones,"Road to Ruin",USWB10201817,1
"The KKK Took My Baby Away - 2002 Remaster",Ramones,"Pleasant Dreams (Expanded 2005 Remaster)",USWB10201735,1
"I Wanna Be Your Boyfriend",Ramones,"Rhino Hi-Five: Ramones",USWB19900899,1
"I Don't Wanna Go Down To The Basement (LP Version )","The Ramones","Rhino Hi-Five: Ramones",USWB10101558,1
"I Wanna Be Sedated",Ramones,"THE BEST EVER: Rock",USWB19900888,1
"I Don't Wanna Walk Around With You  (LP Version )","The Ramones","Rhino Hi-Five: Ramones",USWB10101564,1
"I Wanna Live",Ramones,"Rhino Hi-Five: Ramones",USWB19900894,1
"Beat on the Brat - 2001 Remaster",Ramones,"The Sire Years 1976 - 1981",USWB10201777,1
"Judy Is A Punk",Ramones,"Loud, Fast, Ramones: Their Toughest Hits",USWB10101555,1
"Gimmie Gimmie Shock Treatment - Remastered Version",Ramones,"Loud, Fast, Ramones: Their Toughest Hits",USWB10201783,1
"Commando - Remastered Version",Ramones,"Leave Home: Expanded And Remastered",USWB10201786,1
"Glad to See You Go - 2002 Remaster",Ramones,"Weird Tales of The Ramones (1976 - 1996)",USWB10201782,1
"Mental Noise","The Gang Bang Heroes","Hardcore & Gabber Injection 2007.1",DEFP20500006,1
"F*cken - Entschärfter Mix","Kocks `N`Rings","Hardcore & Gabber Injection 2007.1",DEFP20500021,1
"Genetic Waste","DJ Suck 7","Hardcore & Gabber Injection 2007.1",DEFP20500014,1
"Elekktro Birds",Napalmaniacs,"Hardcore & Gabber Injection 2007.1",DEFP20500020,1
"Auf die T*****","Kocks `N`Rings","Hardcore & Gabber Injection 2007.1",DEFP20500012,1
"Come over you","Cool Pussy, The Gang Bang Heroes","Hardcore & Gabber Injection 2007.1",DEFP20500018,1
"Meet Me Halfway","Black Eyed Peas","THE E.N.D. (THE ENERGY NEVER DIES)",USUM70967700,1
"Go with the flow - Live",Röyksopp,"Röyksopp's Night Out",FRS940100140,1
Summerbreeze,Johnossi,Johnossi,SEBPA0600079,1
Eruption,"Van Halen","Best of Volume 1",USWB17700030,1
"Ain't Talkin' 'Bout Love","Van Halen","Best of Volume 1",USWB17700031,1
"Hot For Teacher","Van Halen",1984,USWB18300003,1
"The Dread",Takida,"Bury The Lies",SEWLR0700202,1
"Love Bites","Def Leppard",Hysteria,GBF088700608,1
"Come With Me (Radio Edit)","Special D.",Reckless,DET190300029,1
A-Punk,"Vampire Weekend","Vampire Weekend",GBBKS0700527,1
"Giving Up the Gun","Vampire Weekend","Contra (Bonus Track Version)",GBBKS0900322,1
"The Things We Owe",Takida,"The Darker Instinct",SEVST0900110,1
"Handlake Village",Takida,"Absolute Music 59",SEWLR0700211,1
Jaded,Takida,"Make You Breathe",SEWLR0600102,1
Alive,"Pearl Jam",Ten,USSM19100003,1
"On The Hill Of Desecration",Xysma,"Yeah / First And Magical",FISFS0400306,1
"Cancer of the Soul",Bloodbath,"Nightmares Made Flesh",US4E40425501,1
"Let's Stay Together","Al Green","We Are Marshall Soundtrack",USHC17100002,1
"Enola Gay (2003 Remastered Version)","Orchestral Manoeuvres in the Dark","Playlist: 80s Pop",GBAAA0300048,1
Electricity,"Orchestral Manoeuvres in the dark (OMD)","The Best Of Orchestral Manoeuvres In The Dark",GBAAA8000013,1
"I'm Keeping Your Poop","Hayseed Dixie","Buffalo Soldier",GBCEJ0499868,1
"Miley Cyrus Farts","The Toilet Bowl Cleaners","Celebrities Fart And Poop (Just Like You & Me)",USCGJ0920122,1
"Change it Into “Kenny"" From South Park, That’s Some Funny Shit","Earles and Jensen Present","Just Farr A Laugh Vols. 1 & 2: The Greatest Prank Phone Calls Ever!",USMTD0876520,1
"The Funky Cypress Hill Shit","Cypress Hill","Cypress Hill",USSM19901644,1
"Whoopie Whoopie - Single Edit","Balloon, Acardipane","The Annual Essentials 2005",DET190500202,1
"Video Killed the Radio Star",Buggles,"The Age of Plastic",GBAAN7900013,1
"All the Clowns",Edguy,Mandrake,DEZ900500474,1
"Fava beans","The Jerky Boys","All Time Greatest Bits",USHKJ0700124,1
Explosion,"Kalwi Remi","Always in Trance - Single",PLC060900388,1
"Beautiful Life","Pop Feast","1990's Volume 1",GBQRF0814870,1
"Mia - Ambiente Mix","Diego van Diek",Mia,DEKE50801389,1
"TiK ToK - Fred Falke Club Remix","Kesha, Fred Falke","Animal (Expanded Edition)",USRC10900638,1
"Sweet Disposition (Doorly's Dubstep Mix)","The Temper Trap","Sweet Disposition (Remixes)",GBZUZ0900024,1
"Where's My Money - Caspa Remix",TC,"Where's My Money (Caspa Remix, Tron)",GBQSE0800007,1
"Eastern Jam","Chase Status","More Than Alot",GBBZH0807302,1
"Hypercaine - Nero Remix","DJ Fresh","Bass Generation - The Ultimate Trap & Dubstep Collection",GBKBH0930004,1
"Hard - Caspa & The Others Remix","Breakage feat. Neham Generals & David Rodigan","GetDarker Presents THIS IS DUBSTEP 2",GBLAL0500076,1
"Chat So Dubstep","Dubstep Mao","Chat So Dubstep",GB5EA1002794,1
"Free Bird","Lynyrd Skynyrd","Pronounced' Leh-'Nerd 'Skin-'Nerd",USMC17301722,1
"Bridge over Troubled Water","Simon  Garfunkel",LOVE,USSM10103868,1
"American Pie (Full Length Version)","Don Mclean","American Pie",USEM38600088,1
"What's Going On","Marvin Gaye","What's Going On",USMO17100041,1
"Ghosts 'n' Stuff (Nero remix)",Deadmau5,"5 Years of Mau5",GBTDG0900143,1
"Punisher (Loefah's SE25 Remix)","Pinch, Loefah","10 Tons Heavy",US78Q0710165,1
"No Security","Crookers, Kelis","Tons Of Friends",GBEFR0901870,1
"Incorrect Code - Dubstep Mix","Angel Farringdon","Incorrect Code",GBTHE0900048,1
"Granite - Breakfastaz Remix",Pendulum,"Granite (Tunetribe/Mobix exclusive DMD)",GBAHT0700900,1
"Take Me Away","Chase & Status","More Than A Lot (New Edition)",GBBZH0807201,1
"Song for Lovers","Bachelors of Science","Drum&BassArena Anthems",GBTHC0800003,1
"Faceless - Marcus Intalex Remix",Commix,"Faceless / Solvent",GBPWR0600041,1
"What The Funk Is Dubstep",Aldubb,"What The Funk Is Dubstep",DECM10804901,1
Unite,Burial,"Box Of Dub: Dubstep And Future Dub",GBBCK0700025,1
"Memories Of 3rd Base",Skream,"GetDarker Presents THIS IS DUBSTEP 2",GBLAL0500064,1
EyeTunes,Benga,"GetDarker Presents THIS IS DUBSTEP 2",GB2LD0900584,1
Re-Up,"Joker  Ginz, Joker, Ginz","Purple City / Re-Up",GBGXC0969004,1
"Metal Bass - original version-1985/remastered-2006","Chris Beckers","High Tension",DED288501605,1
"Bass Camp","Gary Bishop","Extreme Sport - Rock & Metal Sounds, Vol. 2",DEEP81001258,1
Imagine,"Studio 99","John Lennon- A Tribute",USA370554703,1
"Riders On The Storm ( LP Version )","The Doors","L.A. Woman",USEE19900773,1
"Episode 666","In Flames","Death ... Is just the beginning Vol.4",DED839636202,1
"Don't Stop Push It Now - Radio Mix","Dan Winter","Future Trance Vol. 46",DEHK90806781,1
"Bass Test","DJ Ice Man J","Planet Bass Mega Jon Bass",USJB10400620,1
"10Hz Bass Test","Bass Society","Bass Quest: Supersonic Boom!",US54R0500429,1
"Last Look At Eden",Europe,"Last Look At Eden",SEWEK0900402,1
"Hold Me Tonight - Rob Mayth Radio Edit",Manian,"Hold me tonight",DEHK90803716,1
"C.C. Cowboys",Imperiet,"Blå Himlen Blues",SELAA0202603,1
"New Love in Town",Europe,"Last Look at Eden",SEWEK0900405,1
"Red Flag","Billy Talent","Best Of Rock - 20 Original Hits",USAT20612281,1
"Rebel Yell","Billy Idol","Greatest Hits",USCH39900054,1
"Eyes Without a Face","Billy Idol","Greatest Hits",USCH39900056,1
"Dancing with Myself","Generation X",Anthology,GBAYK0100065,1
"Losing You (Heavier mix)","Dead by April","Dead by April",SEUM70900058,1
"Judas Rising","Judas Priest","The Essential Judas Priest",GBBBN0401317,1
Prostitute,"Guns N' Roses","Chinese Democracy",USUM70842905,1
"John Wayne - UK Single Edit","Billy Idol","John Wayne",USCA20803728,1
"40 Hz Test Tone","Bass Junkie","In Bass No One Can Hear You Scream",GBNVJ0600269,1
"29Hz Test Tone","Bass Mekanik","Boom Style",US54R0501151,1
"66Hz Test Tone","Bass Mekanik","Boom Style",US54R0501188,1
"65Hz Test Tone","Bass Mekanik","Boom Style",US54R0501187,1
"Around The World (La La La La) - Ultra Flirt Hands Up Remix Edit","Kompulsor, Ultra Flirt","Around the World (La La La La)",DET190801480,1
"Ravers In The UK - Video Edit",Manian,"Ravers In The UK",DEHK90913501,1
"Welcome To The Club - Video Mix",Manian,"Welcome To The Club",DEHK90806481,1
"Like a Rocket - Radio Edit","Pimp! Code","Wicked Body Moves / Like A Rocket",DECZ30700380,1
"You : You (Single Edit)","Special D",You,DET190400173,1
"Here I Am - Single Edit","Special D.","The Annual Essentials 2005",DET190500403,1
"Here I Am","Bryan Adams",Anthology,USAM10200173,1
"Here I Am","Renee Sandstrom","Camp Rock OST",USWD10833814,1
"Sweat (A La La La La Long)","Inner Circle","Sweat [A La La La La Long]",SEPQA9207010,1
Tommy-Gun,"Royal Republic",Tommy-Gun,SEVGT0904307,1
"All Because of You","Royal Republic","We Are the Royal",SEVGT0903201,1
"All The Right Moves",OneRepublic,"Waking Up",USUM70984099,1
Secrets,OneRepublic,"Waking Up",USUM70985644,1
"Stop and Stare",OneRepublic,"Dreaming Out Loud",USUM70758804,1
"Laid to Rest","Lamb of God","Ashes Of The Wake",USSM10409073,1
Endzeit,"Heaven Shall Burn","Iconoclast ( Part One: The Final Resistance )",US4E40744502,1
"Distortion Sleep",Soilwork,"Figure Number Five",DED830367110,1
