title,artist,album,isrc,isFound
"Let's Plan A Robbery - Explicit Album Version","Three 6 Mafia","Most Known Unknown (New Package-Explicit)",USSM10504873,1
Finale,"Belgian Radio and Television Philharmonic Orchestra","STRAVINSKY: Firebird (The) / The Rite of Spring",HKI199634507,1
"Sound The Alarm","Henric de la Cour",Mandrills,SEXCH0131211,1
Exhumed,"Zola Jesus",Okovi,US5NR1718402,1
"Who Is The Loved One?","Sami Yusuf",Al-Mu'allim,USBBC0510010,1
"My Old Flame","Frank Morgan","Frank Morgan",US29S0402662,1
"The Evil Has Landed","Queens of the Stone Age",Villains,USMTD1709783,1
"Touch (feat. Paul Williams)","Daft Punk","Random Access Memories",USQX91300107,1
"The Crestfallen",Soilwork,"Stabbing The Drama",DED830482104,1
"Check the Rhime","A Tribe Called Quest","The Low End Theory",USJI19100005,1
"Old English",Salva,Peacemaker,USUYG1105728,1
Drown,"Genesis Owusu","Smiling with No Teeth",FR26V2053111,1
"Delusional Shone","Denzel Curry, Twelve'len","32 Zel",USC4R1702271,1
"Virginia Tech",Shakewell,"Virginia Tech - Single",TCACT1694218,1
Cholesterol,BONES,HermitOFEastGrandRiver,CA5KR1567964,1
"Countin' Up","Rico Nasty",Nasty,USAT21802215,1
Skip,SuperParka,Sushiboubou#1,TCADI1704181,1
"The Swinging Man","Black Flag","My War",USA370538486,1
"Wake Up in the Sky","Gucci Mane, Bruno Mars Kodak Black","Evil Genius",USAT21811087,1
"Beat Box (Diversion 1)","Art Of Noise","(Who's Afraid Of) The Art Of Noise? (Remastered)",GBUM71801122,1
"One with the Flies",Soilwork,"Stabbing the Drama",DED830482102,1
"Possessing The Angels",Soilwork,"The Chainheart Machine",FR6V89900380,1
"Observation Slave",Soilwork,"Stabbing the Drama",DED830482108,1
"If Possible",Soilwork,"Stabbing the Drama",DED830482111,1
"Fate in Motion",Soilwork,"Stabbing the Drama",DED830482109,1
Stalemate,Soilwork,"Stabbing the Drama",DED830482106,1
"Weapon of Vanity",Soilwork,"Stabbing the Drama",DED830482103,1
"Stabbing the Drama",Soilwork,"Stabbing the Drama",DED830482101,1
Nerve,Soilwork,"Stabbing the Drama",DED830482105,1
"Blind Eye Halo",Soilwork,"Stabbing the Drama",DED830482110,1
Overload,Soilwork,"Figure Number Five",DED830367102,1
"As I Destruct","Threat Signal","Under Reprisal",DED830691804,1
"Tick Tock","Young Thug","Tick Tock",USAT22104514,1
"What's the Move (feat. Lil Uzi Vert)","Young Thug","So Much Fun",USAT21904715,1
Hyenas,"Bankroll Mafia","Bankroll Mafia",USUYG1099912,1
Gym,"Rich Homie Quan","No Pen No Pad",QM7281495787,1
"Ecstasy (feat. Machine Gun Kelly)","Young Thug, Machine Gun Kelly","So Much Fun",USAT21904709,1
Mixtape,"Chance the Rapper","Coloring Book",TCACO1667435,1
"Trap Trap Trap","Rick Ross","Rather You Than Me",USSM11701695,1
Harambe,"Young Thug",JEFFERY,USAT21602481,1
"Flying Coach","Young Thug",MigoThuggin,FR5R00905814,1
"Gangster Shit","Young Thug","Gangster Shit",USAT21601769,1
"Webbie (feat. Duke)","Young Thug",JEFFERY,USAT21602482,1
"Jumped Out the Window","Young Thug","So Much Fun (Deluxe)",USAT21904710,1
"Choppa Won't Miss (feat. Young Thug)","Playboi Carti, Young Thug","Die Lit",USUM71804174,1
"I Know There's Gonna Be (Good Times)","Jamie xx","In Colour",UK7MC1500009,1
"Been Thru a Lot","TM88, Young Thug Lil Yachty","Been Thru a Lot - Single",USUYG1112578,1
Minnesota,"Lil Yachty, Quavo, Skippa Da Flippa, Young Thug","Lil Boat",QM8DG1600316,1
"West Coast Shit (feat. Tyga & Quavo)","Pop Smoke, Tyga, Quavo","Shoot For The Stars Aim For The Moon",USUM72013370,1
"Not Again","Rio Da Yung Og","Testers, Pt. 2",QZFZ21931189,1
"Big Body","G.T., Veeze",Motion,USUYG1373106,1
Red,"12 RODS","Gay (Ep)",USVT19700024,1
Miracle,Bambara,Stray,QM3862009804,1
Battery,Zelooperz,"Van Goghs Left Ear",QZK6L2185985,1
"1:04 PM",Quadry,"Malik Ruff",QMKSC1800212,1
"Terms & Conditions",MAVI,"Let the Sun Talk",QZ93L1966073,1
"Returns to the Orange Grove",Brokeback,"Field Recordings from the Cook County Water Table",USTJ20307002,1
Ssx,"The Hellp",Ssx,TCAEG1988286,1
"in Our Angelhood","Cocteau Twins","Head Over Heels",GBAFL8300058,1
"Divine Madness","Wondha Mountain, Yung Lean","Divine Madness",USA2P2142696,1
lollllbye,"Kenny Segal",INDOORS,US25X2101687,1
"I'm A Instrument","Bruiser Wolf, Danny Brown","Dope Game Stupid",QZHN42199096,1
"Half the Day Is the Night","Gabor Szabo",Dreams,DEPI81905749,1
鴿哨,缺省,"California Nebula",HKC371700083,1
"Pheel Tha Phonk 1990",SpaceGhostPurrp,"BLVCKLVND Rvdix 66.6",FR10S1772731,1
"Sunshine Ward",Amebix,"No Sanctuary - The Spiderleg Recordings",GBMMS1100111,1
"Virtual Self","Deantoni Parks","Virtual Self",US25X2103599,1
"No Now Not Your Face",Liars,"No Now Not Your Face",GBR8R1500258,1
"City Hell",Jockstrap,"Wicked City",GBBPW2000068,1
"Rabbits of the Void",Tomaga,"Extended Play 1",FR59R1934157,1
Spells,"Backxwash, Devi McCallion",Spells,QZDA42020550,1
"LEFT ARM OF LIFE","Black Dresses","Peaceful as Hell",QZK6J2188809,1
"Here Comes The Black Moon","Valium Aggelein","Black Moon",USCW62021301,1
days,Jadasea,half-life,GBMJG1920999,1
"seasonal depression pt. 2",Chynna,"seasonal depression pt. 2",USYBL2101612,1
"The Work of Art in the Age of Cultural Overproduction","Tim Hecker","Haunt Me",TCABI1218030,1
"Of Course I Still Love You","Dylan Brady","Peace & Love",USZ4V1800181,1
"ONE OF ME (feat. Elton John)","Lil Nas X, Elton John",MONTERO,USSM12105735,1
"DEAD RIGHT NOW","Lil Nas X",MONTERO,USSM12105731,1
"Been Around The World (feat. The Notorious B.I.G. & Mase)",Diddy,"Been Around The World",USBB40580659,1
"Insomnia - Monday 2 Friday Remix","Jack Holiday, Mike Candys",,QM6P42021852,1
"Swing of Things (Remix) [feat. Powfu]","MAY-A, Powfu","Swing of Things (Remix) [feat. Powfu]",USAT22103139,1
"Sad B!Tch",CLIP,"Sad B!Tch - Single",QM42K2061710,1
"FTW (feat. Joey Bada$$ & Chuck Strangers)","Aaron Rose, Chuck Strangers, Joey Bada$$","FTW (feat. Joey Bada$$ & Chuck Strangers)",ZZOPM1901243,1
"Servin Fiendz","Amber London","Greatest Hits, Vol. 1",TCADQ1893639,1
"What It's Worth","Black Milk","If There's a Hell Below",USHM81475082,1
"Never Cry Wolf (feat. Reva DeVito)","Dark Time Sunshine",ANX,USA2B1200334,1
Lovelife,Atmosphere,"God Loves Ugly",USBWK0500479,1
"The Loser Wins",Atmosphere,"To All My Friends, Blood Makes The Blade Holy: the Atmosphere ep's",USBWK1000084,1
"Hoes Come Easy",RJmrLA,"O.M.M.I.O 2",USUYG1146562,1
"The Moment","Tame Impala",Currents,AUUM71500304,1
"The End of the World","Sharon Van Etten","Resistance Radio: The Man in the High Castle Album",USQX91700223,1
FTA,Whitney,"FTA b/w Far, Far Away",US38W1939401,1
"On The Curb","Young Nudy","Rich Shooter",USRC12102280,1
"Hell Shell","Young Nudy","Nudy Land",QZ5FA1751519,1
"The Race (remix)",Tay-K,"#SantanaWorld (+)",USQX91702635,1
"Yeah Yeah","Young Nudy",Slimeball,TCACS1636725,1
"Sunflower Seeds","Young Nudy",Sli'merre,USRC11901094,1
"Down Bad",Dreamville,"Revenge Of The Dreamers III: Director's Cut",USUM71910268,1
"R.I.P. Fredo (feat. Young Nudy) [Notice Me]","Playboi Carti","Die Lit",USUM71804178,1
"Child's Play (feat. 21 Savage)","Young Nudy, 21 Savage","DR. EV4L",USRC12101140,1
"Green Bean","Young Nudy","Rich Shooter",USRC12102279,1
"Keep It In The Street","Young Nudy","Rich Shooter",USRC12102266,1
"Old School","Young Nudy","Rich Shooter",USRC12102268,1
"Battlefield (feat. 21 Lil Harold)","Young Nudy","Rich Shooter",USRC12102287,1
"Bodies On Bodies","Young Nudy","Rich Shooter",USRC12102284,1
"Wicked For The Money (feat. 2FeetBino)","Young Nudy","Rich Shooter",USRC12102286,1
"Know How I Rock (feat. Peewee Longway)","Young Nudy","Rich Shooter",USRC12102285,1
"All My N***s","Young Nudy","Rich Shooter",USRC12102283,1
"No Disrespect","Young Nudy","Rich Shooter",USRC12102282,1
"How I Eat","Young Nudy","Rich Shooter",USRC12102281,1
"Trap S**t (feat. Future)","Young Nudy","Rich Shooter",USRC12102278,1
"How They Label Me","Young Nudy","Rich Shooter",USRC12102277,1
"I Can't Change","Young Nudy","Rich Shooter",USRC12102276,1
"Money To Spend","Young Nudy","Rich Shooter",USRC12102275,1
"We Do Not Give Up","Young Nudy","Rich Shooter",USRC12102274,1
Addicted,"Young Nudy","Rich Shooter",USRC12102273,1
"One In The Head (Bonus Track) [feat. Cristo4L & 4l Quan]","Young Nudy","Rich Shooter",USRC12102272,1
"Fish Scale (Bonus Track) [feat. Gucci Mane]","Young Nudy","Rich Shooter",USRC12102270,1
"I See Darkness in You","Red Mecca","I See Darkness in You",SELIA1800103,1
"Ridin (feat. Landon Cube & YBN Nahmir)","Yung Bans","Yung Bans Vol. 5",QZ5FA1752662,1
"Speedway (2014 Remastered Version)",Morrissey,"Vauxhall And I (20th Anniversary Definitive Master)",GBAYE1400248,1
"FLEXIN N' FLASHIN",SimxSantana,"FLEXIN N' FLASHIN - Single",USSM11904289,1
Seventeen,"Sharon Van Etten","Remind Me Tomorrow",US38Y1833106,1
Bandit,"Juice WRLD YoungBoy Never Broke Again","Bandit - Single",USUG11903492,1
Dancing,"bLAck pARty","Endless Summer",USRC11901160,1
"Late Nite Tip","Three 6 Mafia","Most Known Hits",USRE49800029,1
"Knight Time","Kirk Knight","Late Knight Special",QMKSC1500032,1
"RM 38-01",Nuk,"Red Tape 2",QZHNC2047630,1
"5eva Red","Nuk, TOB Duke","Red Tape",QZL8N2000008,1
"Pure Souls","Kanye West",Donda,USUM72116299,1
"Hanging Tree","Queens of the Stone Age","Songs For The Deaf",USIR10211288,1
"Mad I Got It|Mad 1 Got 1T","Denzel Curry",TA13OO,USC4R1802453,1
"Diamonds & Wood",UGK,"Ridin' Dirty",USJI10300103,1
"Brandon Lee","The 69 Eyes","Framed In Blood: The Very Blessed Of The 69 Eyes",FIUNG0000021,1
"One Day",UGK,"Ridin' Dirty",USJI10300107,1
"Int'l Players Anthem (I Choose You)",UGK,"The Essential UGK",USJI10700217,1
"Cash Maniac [Cazh Man1Ac]","Denzel Curry",TA13OO,USC4R1802450,1
Siren|Z1renz,"Denzel Curry",TA13OO,USC4R1802454,1
Vengeance|Vengeance,"Denzel Curry",TA13OO,USC4R1802457,1
"Black Metal Terrorist|13 M T","Denzel Curry",TA13OO,USC4R1802458,1
Percs|Precz,"Denzel Curry",TA13OO,USC4R1802413,1
"The Blackest Balloon|The13Laczwst 13Alloon","Denzel Curry",TA13OO,USC4R1802456,1
"Super Saiyan Superman|Zuper Za1Yan Zuperman","Denzel Curry",TA13OO,USC4R1802451,1
"Resurrection (prod. by Vegard)",BONES,FAILURE,CA5KR1574492,1
"Puff Daddy",JPEGMAFIA,"Puff Daddy",QZD5H1800039,1
Headlow,"Anderson .Paak",Oxnard,ZZOPM1800711,1
"The Woman with the Tattooed Hands",Atmosphere,"Lucy Ford: The Atmosphere EP's",USBWK0500035,1
"God's Bathroom Floor (Live In Montreal)",Atmosphere,"God's Bathroom Floor",USBWK2000204,1
Sweep,"Young Nudy",Slimeball,TCACS1636709,1
"Ain't Playing","Young Nudy",Slimeball,TCACS1636711,1
"Test 1","Young Nudy",Sli'merre,USRC11901092,1
"Mister (feat. 21 Savage)","Young Nudy, Pi’erre Bourne, 21 Savage","Mister (feat. 21 Savage)",USRC11901014,1
"Family and Loyalty","Gang Starr, J. Cole","One Of The Best Yet",USA2P1947094,1
"Family and Loyalty","Gang Starr, J. Cole","One Of The Best Yet",USA2P1947094,1
"Spaz Wit Them Bands",Sickboyrari,"Chain Gang Halo World",QZK6F2135585,1
"Amongst the Dead",Sickboyrari,Bloodrain,QZDA71858736,1
"Don't Act Like",Sickboyrari,"Nokia Talk 2002",QZES72001050,1
"Last Dayz (S.i.p Willie & Bogle)",Sickboyrari,"Chain Gang Halo World",QZK6F2135584,1
"Flash Out (Free C Murder)",Sickboyrari,"Chain Gang Halo World",QZK6F2135586,1
"4 My Troops",Sickboyrari,"Chain Gang Halo World",QZK6F2135587,1
Skye,Sickboyrari,"Chain Gang Halo World",QZK6F2135588,1
"Starting Off My Day",Sickboyrari,"Chain Gang Halo World",QZK6F2135593,1
U2,Sickboyrari,"Chain Gang Halo World",QZK6F2135589,1
"Infrared (Country Boyz)",Sickboyrari,"Chain Gang Halo World",QZK6F2135590,1
"Gleedin Like A Pint",Sickboyrari,"Chain Gang Halo World",QZK6F2135591,1
"Hood Vamp",Sickboyrari,"Chain Gang Halo World",QZK6F2135592,1
"Virginia Boy",Sickboyrari,"Chain Gang Halo World",QZK6F2135595,1
Legendary,"Rio Da Yung Og","2 Faced",QZHN41990284,1
Movie,"Rio Da Yung Og, Louie Ray",Movie,TCAFD2049043,1
"1v1 (feat. Lil Yachty)","Rio Da Yung Og, Lil Yachty","1v1 (feat. Lil Yachty)",QZJRC2012828,1
S.O.T.B.,"Rio Da Yung Og RMC Mike","Dum N Dumbber 3",USUYG1380565,1
Paranoid,"Rmc Mike, Rio Da Yung Og","Dum and Dumber Too",QZHN31963677,1
"Last Day Out","Rio Da Yung Og","Last Day Out",USUYG1366106,1
Sunset,Dreamville,"Revenge Of The Dreamers III: Director's Cut",USUM71912966,1
"No Clue (feat. Lil Yachty)","Young Nudy, Lil Yachty","Nudy Land",QZ5FA1751522,1
"Snitches & Rats (feat. Young Nudy)","21 Savage Metro Boomin","SAVAGE MODE II",USSM12005345,1
"At The Traphouse","Young Nudy","Faded In The Booth",USRC11902210,1
"Spaced Out","Young Nudy",Slimeball,TCACS1636720,1
"Blue Cheese Salad","Young Nudy",Anyways,USRC12000574,1
"Money Spread","Lil Uzi Vert","Eternal Atake (Deluxe) - LUV vs. The World 2",USAT22001640,1
"Deep Blue (feat. Young Nudy & Kal Banx)","Isaiah Rashad, Young Nudy, Kal Banx","The House Is Burning [homies begged]",USWB12105128,1
"Loaded Baked Potato","Young Nudy","Nudy Land",QZ5FA1751513,1
"Zone 6 (feat. Future & 6LACK) [Remix]","Young Nudy","SlimeBall 3",USRC11803566,1
"Since When","Young Nudy, 21 Savage","Since When",USRC11802312,1
"Does This Ski Mask Make Me Look Fat? (feat. Heno.)",Jpegmafia,"Does This Ski Mask Make Me Look Fat? (feat. Heno.)",QZBRF1816581,1
Rio,"Netsky, Digital Farm Animals",Rio,GBARL1500708,1
"They Ask For It","Mac Dre And Mac Mall","Da U.S. Open",US94R0500204,1
"Don't Miss It","James Blake","Assume Form",GBUM71802820,1
Rose,"Allan Rayman","Harry Hard-On",CAUM71700189,1
"Negative Energy","Trippie Redd","A Love Letter To You 3",QMEU31819737,1
"Head First",Home,"Falling into Place",QM4DW1610378,1
Blessed,"Ocean Wisdom","Big Talk, Vol. 1",UKU3G1900002,1
"My Sweet Shadow","In Flames","Soundtrack to Your Escape (The Quiet Place Version)",DED830370606,1
HPNGC,"Injury Reserve, JPEGMAFIA, Code Orange",HPNGC,USC4R1902807,1
"May I Have This Dance","Francis and the Lights","Farewell, Starlite!",TCACS1619639,1
"GED (Gettin Every Dolla)",Lute,"GED (Gettin Every Dolla)",USUM71924830,1
FUN!,"Vince Staples",FM!,USUM71818768,1
"Across 110th Street","Bobby Womack","The Best Of Bobby Womack - The Soul Years",USNPD0710491,1
"Den mun jag alltför ofta kysst","Peter LeMarc","Den tunna tråden",SEBGA1602563,1
Waft,serpentwithfeet,Soil,US38W1836609,1
Bomb,"Freddie Gibbs, Madlib",Piñata,US2S71422006,1
"Gang Signs (feat. ScHoolboy Q)","Freddie Gibbs, ScHoolboy Q","Gang Signs (feat. ScHoolboy Q)",USWB12004623,1
YAMAHA,Snövit,DEMON,SEYOK1864071,1
"Crazed Country Rebel","Hank Williams III","Straight To Hell",USCRB0506793,1
"Lost Boys","The 69 Eyes",Devils,FIEVG0400004,1
"The Dive","Eyedea & Abilities","First Born",USBWK0500392,1
"Cudi Montage","Kids See Ghosts","Kids See Ghosts",USUM71808240,1
"Just What I Am","Kid Cudi",Indicud,USUM71210095,1
"Feel the Love","Kids See Ghosts","Kids See Ghosts",USUM71808242,1
"4th Dimension","Kids See Ghosts","Kids See Ghosts",USUM71808236,1
Dopethrone,"Electric Wizard","Dopethrone (Remaster)",GBMLU0607308,1
"If I Ruled the World (Imagine That)",Nas,"It Was Written (clean version)",USSM19601375,1
"From The Get Up",Bamboo,"Official Joints",USYUS0710002,1
Stress,Deadwate,Dinnertime,USHM90594241,1
"Take You There","Pete Rock, C.L. Smooth","The Main Ingredient",USEE19400168,1
Regulate,"Mic Geronimo","Ghetto Millionaire",USTV19700026,1
"War Stories","Slade Savage","Gangsta Paradise Uncovered",NLRD51437913,1
Problemz,"Street Smartz","Buckwild Presents: Diggin' in the Crates - Rare Studio Masters (1993-1997)",QMFMF1557180,1
"Where My Homiez?","Ill Al Skratch","1994 Hip-Hop Face A",FR8GV1839670,1
"Ain't It The Life (Live at Wisseloord Studio, Hilversum, Netherlands - November 1999)","Foo Fighters",00999925,USRW39900022,1
"Green Paper","Microphone Terrorists",90s,QM4TX1942128,1
"This Life","Omega Raw","This Life (Raw & Uncut)",BGA261589803,1
"Status (Jazz Spastiks Remix)","Godfather Don  Jazz Spastiks","Godfather Don Remixes",GBMJG1815623,1
"That's How I Live","DJ Legacy, Superior 1","The Definition",USX9P1404755,1
"A Madman's Dream - Radio","The East Flatbush Project","A Madman's Dream",GBKQU1970462,1
"Rhymorator Rare","MERCENARIES - BOUNCE","Rap 90's",FR8GV1924820,1
"Time Capsule","Lighter Shade ‎","Shaolin Angel EP",GBKQU1940307,1
Shout,Onyx,"All We Got Iz Us",USRL19500144,1
"Men Amongst Men",Korlition,"Y2K Ready",USA370349632,1
"Square One Take Your Time","Square One","Rap 90's",FR8GV1924800,1
Sprääängs,"Osten af",Sprääängs,SE3XI1500102,1
"Do Or Die Rare","SINISTAR VOICEZ","Rap 90's",FR8GV1924830,1
"The Heist","Drama Klub",Underbars,FR5R00908432,1
"For What It Was - Radio Edit",Shrlock,"For What It Was (Radio Edit)",GBKQU1930700,1
Peeps,Cipher,"360 Degrees",US3C69810071,1
"Elements Of Mind Black Rain","Citizen Kane","Rap 90's",FR8GV1924930,1
Change,"Shadez Of Brooklyn","Rap 90's",FR8GV1924840,1
"It's the Right Time",Innersoul,"The Theory",USHM91895220,1
"Serenity and Hope","Buddha Virtue, Zen Mindwaves","Unblock all 7 Chakras: Relaxing Meditation Music for Aura Cleansing & Balancing Chakra",ITO101951065,1
"It's My Life","Judson Mancebo","Canções de Ninar - Suaves Versões de Grandes Sucessos para Relaxar e Dormir, Vol. 7",BRITK1500239,1
"Run That","Style Skillz","Pimps & Players",USQY50926617,1
"Mad At Me","One Dimensional Man","Take Me Away",ITI810400505,1
"What You Gonna Do","Brother Arthur","What You Gonna Do",USJ3V1432946,1
Champagne,"DJ Jonn Doe, Casta Plan","Doe Plan",TCADA1751611,1
"Time & Time Again (Live)","Martin Zellar The Hardways","Two Guitars, Bass & Drums - Live",QMFME1324347,1
"Yellow Brick Roadz","Lighter Shade ‎","Shaolin Angel EP",GBKQU1940308,1
Deliverance,"Citizen Kane","Ever Since",CAU111705516,1
DIRTY!,JPEGMAFIA,LP!,USUM72119661,1
Aquemini,OutKast,"Big Boi & Dre Present, Outkast",USAR10100792,1
Superbug,"King Gizzard The Lizard Wizard","Infest The Rats' Nest",AUTZK1900040,1
Omg,RJmrLA,"O.M.M.I.O 3",USUYG1146583,1
"Regret - 2015 Remaster","New Order",Republic,GBANP1500001,1
"Elm Street","Jimmy Wopo",Woponese,TCACQ1658642,1
"Don't Come Out the House (feat. 21 Savage)","Metro Boomin","NOT ALL HEROES WEAR CAPES (Deluxe)",USUG11802480,1
Everyday,S.dot,"Call Me Dotarachi 1.5 - EP",TCACI1500788,1
"Issues (feat. Big K.R.I.T)","Azizi Gibson","A New Life",TCACT1630783,1
"That's a Rack","Lil Uzi Vert","That's a Rack - Single",USAT21802480,1
"Pruitt Igoe","Philip Glass","Koyaanisqatsi (Complete Original Soundtrack)",US65R0905806,1
"Glassworks (1982): Opening Piece","Philip Glass, Lavinia Meijer","Glass: Metamorphosis, The Hours",NLA460912131,1
"Metamorphosis II","Philip Glass, Nicolas Horvath","Glass Essentials: An 80th Anniversary Tribute",HKI191533002,1
"Truman Sleeps","Philip Glass","The Truman Show (Music from the Motion Picture)",US5940900690,1
"Afro Blue","Robert Glasper Experiment","Black Radio",USBN21100478,1
"Stop! - Live From The Royal Albert Hall","Joe Bonamassa","Joe Bonamassa Live From The Royal Albert Hall (Live Audio Version)",USMH50900034,1
"What a Fool Believes","The Doobie Brothers","Minute by Minute",USWB10902441,1
"Face the Facts",Foxygen,Work,US38Y1832704,1
"Livin' a Lie",Foxygen,"Livin' a Lie",US38Y1832705,1
"The Light",Cunninlynguists,"A Piece of Strange",USEQ50610416,1
"What'll You Do?",Cunninlynguists,"A Piece of Strange",USEQ50610415,1
Bluebird,"One Self","Children of Possibility",GBCFB0501105,1
"Tony Montana","Andre Nickatina","KHAN! The Me Generation",USQY51020235,1
"Bumpin Bumpin",Kreayshawn,"Bumpin Bumpin",USSM11205501,1
"All Bizness - Feat. Big House, Masta Ace",Apocalypse,"La Mixtape... Street Album Vol.1",FR6V80315108,1
"Killa Whale","Andre Nickatina","I Hate You With A Passion",USA2P0727359,1
Would?,"Alice in Chains",Dirt,,1
"True Faith '94","New Order","The Best of New Order",GBANP9400057,1
"You're Everything","Bun B","Ii Trill (Amended)",USZXT1026754,1
"Stone Cold","The Underachievers","Stone Cold",QMEU31824229,1
"Proud Puppy Lover!","Craig Xen","XXXTENTACION Presents: Members Only, Vol. 4",USUYG1237300,1
"Na Na Na Na Na",Ramirez,"Na Na Na Na Na",TCADB1741532,1
"100 Bars & Gunnin'",Ramirez,"100 Bars & Gunnin'",TCADM1856392,1
"Be a Witness (feat. Shakewell)","Ramirez, Shakewell","Grey Gorilla",TCADC1758288,1
"Sarcophagus III","$uicideBoy$, Ramirez",G.R.E.Y.G.O.D.S.I.I.,USUYG1101246,1
"Lil Motorola",Ramirez,"Son Of Serpentine",TCADY1846927,1
"Rebel Yellow","Cecil Otter","Rebel Yellow",USMUR0900016,1
"My Kind of Woman","Mac DeMarco",2,QMMZN1200053,1
"Thug Tears - A COLORS SHOW",JPEGMAFIA,"Thug Tears - A COLORS SHOW",DEXC81900004,1
"Numb Numb Juice","ScHoolboy Q","CrasH Talk",USUM71901066,1
Home,"Maribou State",Portraits,GBCFB1500100,1
Lick,Offset,"FATHER OF 4",USUG11802624,1
"Sad Cinderella","Townes Van Zandt","For the Sake of the Song",USFP70708707,1
"I'll Be Here in the Morning","Townes Van Zandt","For the Sake of the Song",USFP70708706,1
"Requiem in D Minor, Op. 48: VII. In Paradisum (Ed. Marc Rigaudière)","Gabriel Fauré, Choir of King's College, Cambridge, Stephen Cleobury, Orchestra of the Age of Enlightenment","Fauré: Requiem & Messe Basse",GBMY51400508,1
"Run It Back (Freestyle)","Kirk Knight",Iiwii,QM6N21800260,1
"Flat Tummy Tea","Freddie Gibbs, Madlib",Bandana,USRC11900146,1
"Are You Still Gucci","Goth Money",Trillionaires,USY1R1580815,1
Enzo,F1lthy,"Kudatah, Vol. 2",USQY51722164,1
"Melancholy Man - Full Version","The Moody Blues","Time Traveller",GBA177000100,1
"Have You Heard?, Pt. 1","The Moody Blues","This Is the Moody Blues",GBA176900130,1
"Requiem, Op. 48: IV. Pie Jesu","Gabriel Fauré, Lisa Beckley, Oxford Camerata, Jeremy Summerly","Exsultate jubilate: Dix siècles de musique sacrée",FR47Q0101540,1
"Requiem, Op. 48: Libera me","Gabriel Fauré, Lisa Beckley, Nicholas Gedge, Oxford Schola Cantorum, Oxford Camerata, Colm Carey, Jeremy Summerly","Fauré: Requiem / Messe Basse",HKI199421706,1
"Pavane, Op. 50","Gabriel Fauré, Netherlands Chamber Choir, Limburg Symphony Orchestra, Ed Spanjaard","Faure: Requiem, Op. 48 / Pavane, Op. 50",NLE420300309,1
"Les berceaux, Op.23, No.1","Gabriel Fauré, Mischa Maisky, Daria Hovora","10 Classic Albums",DEF059902870,1
"Requiem in D Minor, Op. 48: IV. Pie Jesu (Ed. Marc Rigaudière)","Gabriel Fauré, Choir of King's College, Cambridge, Tom Pickard, Stephen Cleobury, Orchestra of the Age of Enlightenment","Fauré: Requiem & Messe Basse",GBMY51400505,1
"Monday to Sunday (feat. Lil Baby & BIG30)","Pooh Shiesty, BIG30, Lil Baby","Gucci Mane Presents: So Icy Summer",USAT22003772,1
"Dog Food","42 Dugg","Young And Turnt",USUYG1245278,1
"Free Woo","42 Dugg","Free Woo",USUYG1340580,1
GRAMSWITHGRAMS,ILLFIGHTYOU,ILLFIGHTYOUTOO,QZMER2073103,1
Chatanooga,ILLFIGHTYOU,Illfightyoutoo,QZMER2073104,1
"4 ME","Paris Michael","4 ME",QZAKB2130804,1
"Lonely Star (Original)","The Weeknd","Thursday (Original)",USUM72111895,1
"WEIGHT OFF","KAYTRANADA, BADBADNOTGOOD",99.9%,GBBKS1600017,1
"Mr. Glock","Key Glock","Mr. Glock",USUYG1291812,1
"Miss the Rage","Trippie Redd Playboi Carti","Miss the Rage - Single",QZJ842000983,1
"LA NOCHE DE ANOCHE","Bad Bunny, ROSALÍA","EL ÚLTIMO TOUR DEL MUNDO",QMFME2066840,1
"The Other Black Dog","Genesis Owusu","Smiling with No Teeth",GBKPL2146499,1
Centrefold,"Genesis Owusu","Smiling with No Teeth",FR26V2053109,1
"Waitin' on Ya","Genesis Owusu","Smiling with No Teeth",FR26V2053110,1
"Don't Need You","Genesis Owusu","Don't Need You",GBKPL2097446,1
"Gold Chains","Genesis Owusu","Smiling with No Teeth",FR26V2053113,1
"Smiling with No Teeth","Genesis Owusu","Smiling with No Teeth",FR26V2053117,1
"I Don't See Colour","Genesis Owusu","Smiling with No Teeth",FR26V2053120,1
"Black Dogs!","Genesis Owusu","Smiling with No Teeth",FR26V2053122,1
"Whip Cracker","Genesis Owusu","Whip Cracker",GBKPL2007371,1
Easy,"Genesis Owusu","Smiling with No Teeth",FR26V2053123,1
"A Song About Fishing","Genesis Owusu","Smiling with No Teeth",FR26V2053124,1
"No Looking Back","Genesis Owusu","Smiling with No Teeth",FR26V2053126,1
"Bye Bye","Genesis Owusu","Smiling with No Teeth",FR26V2053127,1
TECHNOLOGI,"Snövit, Greymane, Young Earth Sauce",MUTANT,SE6QE2117223,1
"FORCE OF HABIT","Paris Texas","FORCE OF HABIT",QM4TW2151941,1
Houseplants,SQUID,Houseplants,GBKPL1938434,1
"Waitin' on Ya","Genesis Owusu","Missing Molars (Swnt Deluxe)",FR26V2006594,1
"VET ATT DU HÖR","ODZ, Ivory, Simon Superti","VET ATT DU HÖR",SE5BU2009015,1
"PO PO PULL UP","Albin Myers, ODZ","PO PO PULL UP",SE5BU2077038,1
"ANNA BOOK","Frej Larsson, Young Earth Sauce, ODZ","ANNA BOOK",SE6A91944953,1
Maddafakka,"Frej Larsson, ODZ, Young Earth Sauce","Ketamina Ballerina",SE5BU1827567,1
SALSA,"Yei Gonzalez, ODZ, 1.Cuz",SALSA,SEBGA2001322,1
